9;25;20;
9;26;20;
9;27;20;
10;0;20;
10;1;20;
10;2;20;
10;3;20;
10;4;20;
10;5;20;
10;6;20;
10;7;20;
10;8;20;
10;9;20;
10;10;20;
10;11;20;
10;12;20;
10;13;20;
10;14;20;
10;15;20;
10;16;20;
10;17;20;
10;18;20;
10;19;20;
10;20;20;
10;21;20;
10;22;20;
10;23;20;
10;24;20;
10;25;20;
10;26;20;
10;27;20;
11;0;20;
11;1;20;
11;2;20;
11;3;20;
11;4;20;
11;5;20;
11;6;20;
11;7;20;
11;8;20;
11;9;20;
11;10;20;
11;11;20;
11;12;20;
11;13;20;
11;14;20;
11;15;20;
11;16;20;
11;17;20;
11;18;20;
11;19;20;
11;20;20;
11;21;20;
11;22;20;
11;23;20;
11;24;20;
11;25;20;
11;26;20;
11;27;20;
12;0;20;
12;1;20;
12;2;20;
12;3;20;
12;4;20;
12;5;20;
12;6;20;
12;7;20;
12;8;20;
12;9;20;
12;10;20;
12;11;20;
12;12;20;
12;13;20;
12;14;20;
12;15;20;
12;16;20;
12;17;20;
12;18;20;
12;19;20;
12;20;20;
12;21;20;
12;22;20;
12;23;20;
12;24;20;
12;25;20;
12;26;20;
12;27;20;
13;0;20;
13;1;20;
13;2;20;
13;3;20;
13;4;20;
13;5;20;
13;6;20;
13;7;20;
13;8;20;
13;9;20;
13;10;20;
13;11;20;
13;12;20;
13;13;20;
13;14;20;
13;15;20;
13;16;20;
13;17;20;
13;18;20;
13;19;20;
13;20;20;
13;21;20;
13;22;20;
13;23;20;
13;24;20;
13;25;20;
13;26;20;
13;27;20;
14;0;-1;-1
14;1;-1;-1
14;2;-1;-1
14;3;-1;-1
14;4;-1;-1
14;5;-1;-1
14;6;-1;-1
14;7;-1;-1
14;8;-1;-1
14;9;-1;-1
14;10;-1;-1
14;11;-1;-1
14;12;-1;-1
14;13;-1;-1
14;14;-1;-1
14;15;-1;-1
14;16;-1;-1
14;17;-1;
14;18;-1;-1
14;19;-1;-1
14;20;-1;-1
14;21;-1;-1
14;22;20;-1
14;23;-1;-1
14;24;-1;-1
14;25;-1;-1
14;26;-1;-1
14;27;-1;-1
15;0;20;
15;1;20;
15;2;20;
15;3;20;
15;4;20;
15;5;20;
15;6;20;
15;7;20;
15;8;20;
15;9;20;
15;10;20;
15;11;20;
15;12;20;
15;13;20;
15;14;20;
15;15;20;
15;16;20;
15;17;20;
15;18;16;
15;19;20;
15;20;20;
15;21;20;
15;22;20;
15;23;20;
15;24;20;
15;25;20;
15;26;20;
15;27;20;
16;0;16;null
16;1;16;null
16;2;16;null
16;3;16;null
16;4;16;null
16;5;16;null
16;6;16;null
16;7;16;null
16;8;16;null
16;9;16;null
16;10;16;null
16;11;16;null
16;12;16;null
16;13;16;null
16;14;16;null
16;15;16;null
16;16;16;null
16;17;16;null
16;18;16;null
16;19;17;null
16;20;16;null
16;21;16;null
16;22;16;null
16;23;16;null
16;24;16;null
16;25;16;null
16;26;16;null
16;27;16;null
17;0;16;null
17;1;16;null
17;2;16;null
17;3;16;null
17;4;16;null
17;5;16;null
17;6;16;null
17;7;16;null
17;8;0;
17;9;16;null
17;10;16;null
17;11;16;null
17;12;16;null
17;13;16;null
17;14;16;null
17;15;16;null
17;16;16;null
17;17;16;null
17;18;16;null
17;19;17;null
17;20;16;null
17;21;16;null
17;22;16;null
17;23;16;null
17;24;16;null
17;25;16;null
17;26;16;null
17;27;16;null
18;0;19;
18;1;19;
18;2;19;null
18;3;19;
18;4;19;
18;5;19;
18;6;19;
18;7;19;
18;8;19;
18;9;19;
18;10;20;
18;11;19;
18;12;19;
18;13;19;
18;14;19;
18;15;19;
18;16;19;
18;17;19;
18;18;19;
18;19;19;
18;20;19;
18;21;19;
18;22;19;
18;23;19;
18;24;19;
18;25;19;
18;26;19;
18;27;19;
19;0;19;
19;1;19;
19;2;19;null
19;3;19;
19;4;19;
19;5;19;
19;6;19;
19;7;19;
19;8;19;
19;9;19;
19;10;20;
19;11;19;
19;12;19;
19;13;19;
19;14;19;
19;15;19;
19;16;19;
19;17;19;
19;18;19;
19;19;19;
19;20;19;
19;21;19;
19;22;19;
19;23;19;
19;24;19;
19;25;19;
19;26;19;
19;27;19;
